flight_icao,dep_iata,arr_iata,aircraft_icao
JIA5329,DCA,MCI,CRJ9
JIA5351,CLT,DAB,CRJ9
JIA5396,CLT,DAY,CRJ9
JIA5559,PHL,DCA,CRJ7
JIA5590,CLT,CID,CRJ9
JIA5593,CLT,SHV,CRJ9
JIA5597,DCA,TLH,CRJ9
JIA5604,CLT,PIA,CRJ9
JIA5608,DCA,GSP,CRJ9
JIA5617,PHL,MHT,CRJ9
JIA5666,PHL,MKE,CRJ9
JIA5667,DCA,YYZ,CRJ7
JIA9959,PHL,CHA,CRJ7
JIT901,SUS,PIT,HDJT
JJA106,CJU,GMP,B738
JJA108,CJU,GMP,B738
JJA135,GMP,CJU,B738
JJA1402,ICN,FUK,B738
JJA3102,ICN,GUM,B738
JJA4407,ICN,TAG,B738
JJA504,CJU,PUS,B738
JJA601,KWJ,CJU,B738
JJA851,CJJ,CJU,B738
JJP104,CTS,NRT,A320
JJP106,CTS,NRT,A320
JJP203,NRT,KIX,A320
JJP410,TAK,NRT,A320
JJP502,FUK,NRT,A320
JJP580,FUK,NGO,A320
JJP612,KMJ,NRT,A320
JNA211,ICN,KIX,B738
JNA222,FUK,ICN,B38M
JNA307,GMP,CJU,B738
JNA348,PUS,GMP,B738
JNA398,KPO,GMP,B738
JNA432,CJU,WJU,B738
JNA481,KUV,CJU,B738
JNA554,CJU,CJJ,B739
JNA641,ICN,GUM,B738
JNA773,PUS,GUM,B738
JRC103,AUA,CUR,F70
JRE406,PHL,PBI,GLF4
JRE823,TUS,BNA,C56X
JRE928,SAT,LAS,C750
JSI2777,VKO,TLV,E35L
JST110,PER,DPS,A320
JST125,ADL,DPS,A320
JST131,OOL,AKL,A320
JST194,ZQN,OOL,A320
JST205,SYD,AKL,A320
JST224,ZQN,SYD,A320
JST243,AKL,CHC,A320
JST4,HNL,SYD,B788
JST407,OOL,SYD,A320
JST41,MEL,DPS,B788
JST437,OOL,MEL,A320
JST438,MEL,OOL,A320
JST499,OOL,ADL,A320
JST510,MEL,SYD,A320
JST513,SYD,MEL,A320
JST57,BNE,DPS,B788
JST656,BNE,CBR,A320
JST660,SYD,AYQ,A320
JST664,MEL,AYQ,A320
JST668,AYQ,BNE,A320
JST774,MEL,ADL,A320
JST793,MCY,MEL,A320
JST794,MEL,MCY,A320
JST805,MCY,ADL,A320
JST831,PPP,MEL,A320
JST840,SYD,PPP,A320
JST8990,HKG,DRW,A321
JST913,TSV,SYD,A321
JST940,MEL,CNS,A320
JST941,CNS,MEL,A321
JST949,CNS,SYD,A321
JST954,SYD,CNS,A320
JST967,CNS,OOL,A320
JST977,PER,MEL,A320
JSX178,BUR,OAK,E135
JSX306,LAS,SNA,E135
JSX403,BUR,PHX,E135
JSX408,PHX,LAS,E135
JSX553,BJC,DAL,E145
JSX656,LAS,OAK,E135
JSX807,SNA,MRY,E135
JTA52,OKA,FUK,B738
JTA53,FUK,OKA,B738
JTA557,OKA,MMY,B738
JTA83,KIX,ISG,B738
JTA991,HND,OKA,B738
JTD9884,AAL,CPH,B738
JTE151,LVO,PER,E190
JTL89,TPA,APA,C750
JYH1187,JHG,HNY,B738
JYH1270,YIH,CAN,B738
JYH1547,JGS,TYN,B738
JZA102,YXY,YVR,CRJ9
JZA143,YEG,YYC,DH8D
JZA144,YYC,YEG,DH8D
JZA205,YYZ,YAM,DH8D
JZA282,YVR,YLW,DH8D
JZA337,YWG,YYC,CRJ9
JZA347,YVR,YXS,DH8D
JZA397,YYC,YLW,CRJ9
JZA426,YYC,YMM,DH8D
JZA446,YXT,YVR,DH8D
JZA491,YYC,YYJ,DH8D
JZA564,SFO,YEG,CRJ7
JZA60,YVR,YKA,DH8D
JZA614,YUL,BOS,E75S
JZA643,LGA,YUL,E75S
JZA644,YUL,LGA,E75S
JZA699,BOS,YYZ,E75S
JZA713,DEN,YVR,CRJ9
JZA744,AUS,YYZ,CRJ9
JZA7671,YLW,YCD,DH8D
JZA7673,YEG,YYC,DH8D
JZA769,YUL,MSP,CRJ9
JZA7718,YUL,YDF,CRJ7
JZA787,DCA,YYZ,CRJ9
JZA7908,YQR,YYZ,E75S
JZA7965,YUL,YTZ,DH8D
JZA7969,YUL,YTZ,DH8D
JZA7988,YUL,YZV,CRJ2
JZA808,YVR,SEA,DH8D
JZA809,SEA,YVR,DH8D
JZA825,YUL,DCA,CRJ9
JZA944,YUL,EWR,E75S
JZA949,YUL,IAH,E75S
JZA958,ATL,YYZ,CRJ7
JZA981,YYZ,DFW,E75S
JZA993,LGA,YYZ,E75S
JZR1305,KWI,SAW,A320
JZR1542,KTM,KWI,A20N
JZR402,BOM,KWI,A320
JZR404,HYD,KWI,A320
JZR406,COK,KWI,A320
JZR408,AMD,KWI,A320
JZR534,DAC,KWI,A20N
JZR546,BWA,KWI,A20N
JZR552,CMB,KWI,A20N
JZR654,OSS,KWI,A320
JZR735,KWI,CAI,A320
KAC152,IST,KWI,A332
KAC204,LHE,KWI,A332
KAC285,KWI,DAC,B77W
KAC304,BOM,KWI,A320
KAC346,AMD,KWI,A320
KAC354,BLR,KWI,A20N
KAC357,KWI,COK,A332
KAC417,KWI,MNL,B77W
KAC544,CAI,KWI,B77W
KAL1106,PUS,GMP,BCS3
KAL1107,GMP,PUS,BCS3
KAL113,ICN,GUM,A332
KAL1216,CJU,GMP,B739
KAL1221,GMP,CJU,B38M
KAL18,LAX,ICN,B748
KAL20,SEA,ICN,B789
KAL213,ICN,LAX,B748
KAL233,ANC,ORD,B748
KAL24,SFO,ICN,B77W
KAL251,MIA,JFK,B77L
KAL274,LAX,ICN,B77L
KAL288,YHZ,ANC,B77L
KAL2915,ICN,LAX,B77W
KAL32,DFW,ICN,B789
KAL336,PVG,ICN,B744
KAL35,ICN,ATL,B77W
KAL36,ATL,ICN,B77W
KAL362,HAN,ICN,B748
KAL38,ORD,ICN,B77W
KAL54,HNL,ICN,B748
KAL541,ICN,VIE,B77L
KAL591,ICN,VIE,B748
KAL621,ICN,MNL,A333
KAL657,ICN,BKK,A333
KAL681,ICN,SGN,B738
KAL686,SGN,ICN,A333
KAL691,ICN,TPE,B77W
KAL703,ICN,NRT,B789
KAL707,GMP,HND,B739
KAL72,YVR,ICN,B789
KAL723,ICN,KIX,B77W
KAL74,YYZ,ICN,B789
KAL805,ICN,TSN,B773
KAL81,ICN,JFK,A388
KAL82,JFK,ICN,A388
KAL8242,DFW,ICN,B77L
KAL8255,ICN,ANC,B77L
KAL8364,PEN,ICN,B744
KAL8517,ICN,FRA,B748
KAL867,ICN,UBN,A333
KAL882,WUH,ICN,A333
KAL902,CDG,ICN,B77W
KAL905,ICN,FRA,B789
KAL9059,ICN,LCK,B77W
KAL908,LHR,ICN,B77W
KAL91,ICN,BOS,B77W
KAL916,BCN,ICN,B789
KAL926,AMS,ICN,B789
KAL93,ICN,IAD,B77W
KAL94,IAD,ICN,B77W
KAR432,KRO,LED,E190
KAR564,OSW,SVO,B739
KAR762,NOZ,LED,B739
KAR907,VOG,SGC,E190
KBA315,YVP,YFB,DHC6
KBZ842,RGN,THL,AT76
KEN6565,FRD,PAE,C208
KFS33,OSC,LRD,LJ35
KHV839,SGN,KOS,AT75
KHV894,PNH,CGO,A320
KII430,BDL,ROC,B734
KII460,SJU,MEM,B722
KLM104,CPT,AMS,B772
KLM116,AUS,AMS,B789
KLM152,SFO,AMS,B772
KLM174,NBO,AMS,B77W
KLM226,YVR,AMS,B772
KLM282,SFO,AMS,B78X
KLM290,IAD,AMS,A333
KLM419,DXB,AMS,A333
KLM422,DMM,AMS,A332
KLM428,DXB,AMS,B772
KLM446,KWI,AMS,A332
KLM48,ORD,AMS,B78X
KLM538,EBB,AMS,A333
KLM569,DAR,AMS,B78X
KLM588,LOS,AMS,A332
KLM590,ACC,AMS,B77W
KLM592,JNB,AMS,B77W
KLM602,LAX,AMS,B78X
KLM604,LAX,AMS,B772
KLM642,JFK,AMS,B78X
KLM644,JFK,AMS,B789
KLM646,JFK,AMS,B772
KLM656,MSP,AMS,A332
KLM672,YUL,AMS,A332
KLM678,YYC,AMS,B789
KLM701,AMS,EZE,B789
KLM702,EZE,AMS,B789
KLM706,GIG,AMS,B789
KLM714,PBM,AMS,B77W
KLM736,CUR,AMS,B77W
KLM744,LIM,AMS,B77W
KLM745,CTG,AMS,B789
KLM753,GYE,AMS,B772
KLM758,PTY,AMS,B772
KLM792,GRU,AMS,B77W
KLM803,AMS,BKK,B77W
KLM804,BKK,AMS,B77W
KLM832,ICN,AMS,B789
KLM835,AMS,SIN,B77W
KLM836,SIN,AMS,B77W
KLM86,YYZ,AMS,B789
KLM867,AMS,ICN,B789
KLM872,DEL,AMS,B77W
KMF902,DXB,KBL,A343
KMF904,AUH,KBL,B735
KMK8,KOA,HNL,C208
KNA3091,SZX,KMG,B737
KNA8211,KMG,XMN,B738
KNA8227,KMG,YTY,B738
KNA8245,KMG,TNA,B738
KNA8257,KMG,XIY,B738
KNA8261,KMG,TYN,B738
KNE215,RUH,DXB,A320
KNE293,RUH,KRT,A20N
KNE316,ISB,RUH,A20N
KNE318,LHE,RUH,A20N
KNE325,RUH,HYD,A20N
KNE327,RUH,CCJ,A20N
KNE330,DEL,RUH,A20N
KNE333,RUH,LKO,A20N
KQA102,NBO,LHR,B788
KQA112,NBO,CDG,B788
KQA115,CDG,NBO,B788
KQA117,AMS,NBO,B788
KQA203,BOM,NBO,B738
KQA311,DXB,NBO,B788
KQA509,ACC,NBO,B738
KQA535,LOS,NBO,B738
KQA765,JNB,NBO,B738
KSF31,1G3,1G3,C172
KSU35,MKC,SLN,C172
KXP1612,KCH,KUL,B738
KXP864,KUL,BKI,B738
KYE4856,ANC,LAX,B744
KZR563,ALA,HKT,A21N
KZR597,NQZ,AYT,A21N
KZR622,NQZ,ALA,A21N
KZR671,ALA,NQZ,A21N
KZR7051,ALA,NQZ,A320
KZR7275,GUW,SCO,A320
KZR903,GUW,AMS,A21N
KZR907,ALA,DEL,A321
KZR922,FRA,NQZ,B763
KZR971,ALA,CIT,E290
KZR979,NQZ,URA,E290
KZR981,NQZ,GUW,A21N
LAA189,IST,MJI,A320
LAE1527,VCP,BOG,B763
LAE1814,BOG,MIA,B763
LAE2893,MIA,VCP,B763
LAK668,TEB,BDL,C56X
LAN1259,SCL,CCP,A321
LAN1265,IQQ,SCL,A321
LAN1275,IQQ,CCP,A321
LAN157,CJC,SCL,A320
LAN186,SCL,ARI,A321
LAN3058,CGH,BSB,A319
LAN3542,GRU,GYN,A320
LAN478,EZE,SCL,A320
LAN481,SCL,EZE,A320
LAN505,MIA,SCL,B789
LAN521,LIM,SCL,A320
LAN522,SCL,LIM,A321
LAN533,JFK,SCL,B788
LAN603,LAX,SCL,B788
LAN701,CDG,GRU,B788
LAN705,MAD,SCL,B789
LAN750,SCL,GRU,A320
LAN755,GRU,SCL,A320
LAN771,GIG,SCL,A321
LAN800,SYD,AKL,B789
LAN8039,GRU,LIM,A320
LAO924,ICN,VTE,A320
LAV701,BGY,DSS,B738
LBQ420,MKC,GJT,E50P
LBQ611,DAL,CRP,PC12
LBQ640,JAN,MSY,PC12
LBQ782,GSO,TYS,BE58
LBQ791,HTS,LUK,BE58
LBQ825,RDU,USA,PC12
LBQ840,TUP,MEM,PC12
LBQ890,BFM,DHN,E50P
LBT7236,DJE,MIR,A320
LBT814,MIR,LED,A320
LCO1101,MIA,EZE,B763
LCO1104,UIO,MIA,B763
LCO1501,SID,GRU,B763
LET4246,OLS,CUL,BE40
LET5295,TEB,HOU,C68A
LET7257,LAS,TLC,LJ75
LFA325,SFB,SFB,C172
LFA470,SFB,UST,SR20
LFA536,SFB,SFB,P28A
LKE9503,KMG,CGO,B738
LKE9651,DLU,WUH,A320
LKE9963,KMG,HET,B738
LLM173,DME,NYM,SU95
LLM183,TJM,AER,A320
LLM32,DME,SLY,SU95
LLM378,MRV,NUX,SU95
LLM878,LED,NYM,SU95
LLM90,DME,NUX,A320
LLR505,BLR,AGX,AT76
LLR713,DEL,IXC,AT76
LLR741,GAU,DMU,AT76
LLR751,CCU,IXI,AT76
LLR805,DEL,KUU,AT46
LLR893,HYD,MAA,AT76
LLR895,HYD,BLR,AT76
LNE1376,GYE,UIO,A319
LNE1404,CUE,UIO,A319
LNI107,JED,SUB,A339
LNI115,JED,CGK,A339
LNI125,PKU,KNO,B739
LNI301,KNO,CGK,B739
LNI361,BPN,SUB,B739
LNI529,BDJ,CGK,B739
LNI573,SUB,CGK,B739
LNI604,CGK,DJB,B739
LNI641,UPG,YIA,B738
LNI670,YIA,BPN,B739
LNI673,BPN,CGK,B738
LNI693,SUB,CGK,B738
LNI697,KOE,SUB,B738
LNI712,CGK,PNK,B738
LNI73,JED,SUB,A333
LNI741,MDC,DPS,B739
LNI742,UPG,MDC,B739
LNI748,SUB,MDC,B739
LNI75,JED,CGK,A333
LNI786,SUB,AMQ,B739
LNI791,UPG,SUB,B739
LNI82,CGK,MED,A333
LNI880,AMQ,LUV,B738
LNI89,JED,KNO,A333
LNI896,UPG,TTE,B738
LNI91,JED,SUB,A339
LNI924,SOC,KOE,B739
LNI95,JED,UPG,A339
LNI963,KNO,YIA,B739
LNI97,JED,UPG,A339
LNK191,EBB,JNB,E190
LNK37,DAR,JNB,E190
LOT22,LAX,WAW,B789
LOT2J,ORD,WAW,B788
LOT30,MIA,WAW,B788
LOT4A,JFK,BUD,B788
LOT6204,AGP,WAW,B738
LOT728,EVN,WAW,B738
LOT79,WAW,NRT,B788
LPE2030,CUZ,LIM,A320
LPE2032,CUZ,LIM,A320
LPE2090,TPP,LIM,A20N
LPE2118,AQP,LIM,A20N
LPE2238,IQT,LIM,A320
LPE2243,LIM,IQT,A320
LPE2256,TYL,LIM,A320
LPE2315,PIU,LIM,A320
LPE2319,PIU,LIM,A320
LPE2349,AQP,LIM,A20N
LPE2358,LIM,PCL,A320
LPE2426,AEP,LIM,A320
LPE2439,UIO,LIM,A320
LPE2463,MIA,LIM,B763
LPE2469,LIM,EZE,A319
LPE2471,MEX,LIM,B763
LPE2483,MDE,LIM,A320
LPE2485,MAD,LIM,B789
LPE2489,PUJ,LIM,A320
LRC662,SJO,IAD,A320
LTG8473,MIA,VCP,B763
LTG8490,EZE,SCL,B763
LWA101,IST,MJI,A319
LXJ341,MRY,SNA,E55P
LXJ386,PNE,LEB,E55P
LXJ433,TEB,OPF,E545
LXJ445,YYC,BFI,E545
LXJ452,CGF,SCF,GLF4
LXJ553,MDW,BED,CL30
LXJ560,RIL,HPN,CL35
LXJ565,JAC,SFO,CL35
LXJ575,HVN,SBA,CL35
LXJ576,ATL,ORF,CL35
LXJ594,FOK,PDK,CL35
LXJ595,LAX,DTW,CL35
LXP310,PMC,SCL,A321
LXP345,ANF,SCL,A321
LXP349,ANF,SCL,A320
LXP373,CJC,SCL,A320
LYM1092,BUR,DEN,E145
LYM1405,DEN,COS,SW4
LYM1725,COD,RIW,SW4
LYM3418,DEN,MTJ,SW4
LYM4230,DEN,AIA,SW4
LYM4720,DEN,PIR,E145
LYM5418,DEN,CVN,E145
MAA3971,MEX,ANC,A332
MAA6376,UIO,MEX,B763
MAC344D,LYS,FEZ,A320
MAC438,SAW,CMN,A320
MAC454,BGY,CMN,A320
MAC456,BGY,CMN,A320
MAI143,BKO,NKC,B738
MAL7062,YVR,YYC,B752
MAS1,LHR,KUL,A359
MAS1051,KUL,JHB,B738
MAS125,KUL,PER,B738
MAS129,KUL,MEL,A333
MAS1432,KUL,LGK,B738
MAS157,JED,KUL,A332
MAS159,MED,KUL,A332
MAS161,DOH,KUL,A333
MAS164,KUL,DOH,A333
MAS170,KUL,KTM,A333
MAS172,KUL,DEL,B738
MAS2,KUL,LHR,A359
MAS2574,KUL,MYY,B738
MAS2608,KUL,LBU,B738
MAS2610,KUL,BKI,B738
MAS2612,KUL,BKI,B738
MAS2660,KUL,TWU,B738
MAS2712,KUL,SBW,B738
MAS2742,KUL,BTU,B738
MAS611,KUL,SIN,B738
MAS6127,DWC,KUL,A332
MAS6162,KUL,PVG,A332
MAS6179,CAN,KUL,A332
MAS643,KCH,SIN,B738
MAS715,KUL,DPS,A333
MAS72,KUL,HKG,B738
MAS750,KUL,SGN,A333
MAS784,KUL,BKK,B738
MAU14,MRU,CDG,A359
MBK740,BWI,YHU,B732
MDA1262,KNH,TSA,AT76
MDA302,KNH,KHH,AT76
MDA362,MZG,TSA,A320
MDA991,TPE,XMN,A333
MDG51,CDG,TNR,A343
MEA571,BEY,LOS,A332
MGE300,HNL,GUM,B752
MLD758,AYT,KIV,A321
MMA3307,RGN,MDL,E190
MMA335,RGN,BKK,A319
MMA406,RGN,AKY,E190
MMA711,RGN,CAN,A319
MMA801,RGN,ICN,A319
MNB151,EMA,CGN,A306
MNB6564,IST,NVI,A332
MNG901,UBN,NRT,A319
MPH6911,AMS,VCP,B744
MPH7762,UIO,MIA,B744
MPH8372,NBO,AMS,B744
MSA9792,CTA,FCO,B734
MSA995,VBS,SUF,AT75
MSC387,HRG,BEG,A20N
MSR271,LXR,CAI,A320
MSR510,HKG,BKK,A332
MSR518,BOM,CAI,A332
MSR613,KWI,CAI,A20N
MSR628,BGW,CAI,B738
MSR636,EBL,CAI,BCS3
MSR650,RUH,CAI,B738
MSR664,JED,CAI,A332
MSR684,DMM,CAI,A20N
MSR740,AMM,CAI,B738
MSR840,JNB,CAI,B789
MSR854,KRT,CAI,B738
MSR911,DXB,CAI,B738
MSR931,MCT,CAI,B738
MSR967,SHJ,CAI,A20N
MSR969,BOM,CAI,B738
MSR981,CAI,IAD,B789
MSR986,JFK,CAI,B77W
MSR995,CAI,YYZ,B77W
MSY312,PMR,GIS,DA40
MSY603,PMR,NPL,DA42
MSY962,PMR,PPQ,DA40
MTL387C,TNG,OST,SF34
MUI4,HNL,LNY,SH36
MUI6,HNL,ITO,SH36
MVK84,3Y3,MKT,PA44
MVK86,SUX,MCW,PA44
MWG3043,BKI,LBU,AT75
MWG3251,BKI,MZV,AT75
MWG3471,LMN,MYY,AT75
MXD158,BNE,DPS,B38M
MXD178,MEL,DPS,B38M
MXD1803,TGG,SZB,AT76
MXD192,PER,DPS,B38M
MXD193,KUL,DPS,B38M
MXD221,KUL,TRZ,B738
MXD520,KUL,DMK,B38M
MXY101,CHS,TPA,BCS3
MXY243,LAS,SYR,BCS3
MXY297,MSY,CHS,E190
MXY509,LAS,BDL,BCS3
MYU2211,SZX,SIN,B734
NAC2761,BRW,ANC,B734
NAC7002,HNL,LAX,B763
NBT601,BER,JFK,B789
NBT702,JFK,LGW,B789
NBT82,MCO,OSL,B789
NCA133,ANC,NRT,B748
NCA134,ANC,ORD,B748
NCA225,NRT,PVG,B748
NCA51,ANC,NRT,B748
NCR654,PVG,ANC,B744
NCR869,MIA,GRU,B744
NDU11,GFK,GFK,P28A
NDU14,GFK,GFK,P28A
NDU16,FAR,GFK,P28A
NDU19,GFK,GFK,P28A
NDU38,GFK,GFK,P28A
NDU48,GFK,FAR,P28A
NDU50,GFK,GFK,P28A
NDU52,GFK,FAR,P28A
NDU54,GFK,GFK,P28A
NDU55,GFK,BJI,P28A
NDU61,GFK,GFK,P28A
NDU65,BJI,GFK,P28A
NDU73,FAR,GFK,P28A
NDU74,GFK,GFK,P28A
NDU75,GFK,DVL,P28A
NDU85,GFK,GFK,P28A
NDU89,GFK,GFK,P28A
NDU94T,BIS,GFK,PA44
NEP346,KCH,KUL,B733
NEP358,BKI,TWU,B733
NEW334,HOU,HPN,CL60
NGT935,VKO,EVN,B735
NJE577H,HEL,SFO,GLEX
NJE746K,BER,TEB,GL5T
NKS1,FLL,ORD,A321
NKS1023,LAX,ORD,A320
NKS1025,DFW,ATL,A321
NKS1051,MSY,FLL,A20N
NKS1073,LAX,BNA,A320
NKS1103,ACY,MCO,A320
NKS1134,LAS,STL,A20N
NKS1141,FLL,GYE,A20N
NKS1173,ATL,EWR,A319
NKS1178,ATL,BWI,A320
NKS1179,BWI,LAS,A20N
NKS1188,LAS,DTW,A321
NKS1190,ORD,TPA,A320
NKS1198,MCO,MCI,A319
NKS1212,MCO,PHL,A20N
NKS1222,MCO,DTW,A321
NKS1232,FLL,ATL,A320
NKS1246,SJU,FLL,A321
NKS1261,LAS,SAN,A20N
NKS128,LAX,BWI,A20N
NKS1285,LAS,DEN,A320
NKS1314,FLL,DEN,A20N
NKS1348,DTW,FLL,A320
NKS1400,MCO,EWR,A321
NKS141,BWI,LAX,A20N
NKS1436,BWI,ATL,A319
NKS1474,MDE,MCO,A321
NKS1502,MSY,MIA,A319
NKS1505,FLL,PIT,A320
NKS1588,LAS,PDX,A320
NKS1608,FLL,CLE,A20N
NKS161,BDL,MCO,A320
NKS1652,LAS,BUR,A320
NKS1672,MCO,CMH,A319
NKS1679,LAS,IAH,A320
NKS1687,LAS,OAK,A20N
NKS169,MSP,LAS,A320
NKS1691,PIT,MCO,A320
NKS1703,LGA,DTW,A319
NKS1776,EWR,FLL,A321
NKS1777,FLL,EWR,A20N
NKS1779,IAH,BWI,A321
NKS1807,SMF,LAS,A320
NKS1808,LAS,SMF,A321
NKS1814,DFW,FLL,A20N
NKS1837,PHL,FLL,A20N
NKS1874,SEA,LAS,A20N
NKS1906,IAH,DTW,A320
NKS2007,MHT,FLL,A321
NKS2020,FLL,LGA,A321
NKS2077,BWI,MCO,A321
NKS2078,MCO,BWI,A20N
NKS2410,EWR,OAK,A20N
NKS2901,SNA,OAK,A20N
NKS2955,LAS,DFW,A20N
NKS2999,PHL,MSY,A319
NKS3033,SLC,LAS,A320
NKS3055,MIA,DTW,A319
NKS310,LAX,FLL,A20N
NKS3110,BWI,MIA,A20N
NKS3118,MDE,MIA,A20N
NKS3119,MIA,EWR,A319
NKS312,DFW,MCO,A320
NKS3144,MIA,IAH,A320
NKS3165,ORD,MIA,A321
NKS352,FLL,IAH,A20N
NKS353,IAH,FLL,A321
NKS374,BQN,FLL,A320
NKS3801,MCO,CLT,A319
NKS3912,LAS,LAX,A20N
NKS396,LAS,PHL,A20N
NKS409,LAS,TPA,A320
NKS422,SEA,LAS,A20N
NKS435,BNA,MCO,A320
NKS473,EWR,MSY,A320
NKS475,LGA,MCO,A321
NKS512,AUS,FLL,A321
NKS591,LAX,IAH,A320
NKS616,FLL,BOS,A320
NKS618,MSY,MCO,A320
NKS631,LAX,ATL,A319
NKS636,MCO,PIT,A319
NKS644,ORD,LAX,A320
NKS648,LAX,LAS,A20N
NKS653,PIT,LAX,A20N
NKS686,MCO,LGA,A320
NKS687,SJU,PHL,A320
NKS698,EWR,LAS,A20N
NKS707,MCO,CLE,A20N
NKS715,EWR,IND,A321
NKS734,DFW,DTW,A319
NKS738,BOS,MYR,A319
NKS744,SAN,LAS,A20N
NKS75,EWR,LAX,A20N
NKS777,FLL,LAS,A20N
NKS804,MCO,IAH,A320
NKS813,TPA,DFW,A321
NKS830,IAH,MCO,A319
NKS8637,IAH,AUS,A320
NKS877,PHL,ATL,A20N
NKS880,MCO,SJU,A320
NKS889,CMH,LAX,A320
NKS913,MCI,LAX,A20N
NKS935,BWI,MSY,A319
NKS947,DTW,LAX,A20N
NKS977,FLL,LIM,A20N
NOK124,DMK,CNX,B738
NOK2,CNX,DMK,B738
NOK321,UBP,DMK,B738
NOK342,DMK,BFV,B738
NOK361,SNO,DMK,B738
NOK522,DMK,HKT,B738
NOK571,URT,DMK,B738
NOK71,HDY,DMK,B738
NOK710,CNX,UBP,DH8D
NOS1350,LPA,MXP,B738
NOS1677,RMF,MXP,B738
NOS789,JFK,MXP,B789
NOS976,MXP,NKG,B789
NTW419,AUS,GRB,E55P
NUM121,SNN,JFK,A319
NVD8321,VNO,HER,A320
NWC9051,DME,SBT,A21N
NWK1617,PBO,PER,F100
NWK1619,PBO,PER,F100
NWK1803,ZNE,PER,A320
NWK1805,ZNE,PER,A320
NWK2751,GBW,PER,A320
NWK2905,CKW,BQB,F100
NWK2961,WLP,PER,A320
NWS11,BAX,AER,B738
NWS2202,OSS,OMS,A21N
NWS272,REN,LED,B738
NWS29,OVB,AER,A332
NWS436,MCX,SVO,B738
NWS65,KGD,UFA,B738
NWS654,AER,PEE,B738
NWS750,AER,KVX,A321
NYT786,BIR,KTM,AT75
OCN132,FRA,WDH,A333
OCN133,WDH,FRA,A333
OCN136,FRA,MBA,A333
OCN17K,LAS,FRA,A359
OCN59,SLC,FRA,A332
OKA2763,JIU,SZX,B738
OKA3167,TSN,MIG,B738
OMA102,LHR,MCT,B789
OMA115,MCT,FRA,B789
OMA124,MUC,MCT,B788
OMA132,CDG,MCT,B789
OMA144,MXP,MCT,B789
OMA166,IST,MCT,B38M
OMA669,MCT,DOH,B789
OMA674,JED,MCT,B739
OMA686,RUH,MCT,B739
OMA844,MNL,MCT,B789
OMS394,DAC,MCT,A21N
OMS407,MCT,CGP,A21N
OMS488,HKT,MCT,A21N
OMS744,CCJ,OHS,A20N
OMS798,LKO,MCT,A21N
OST41,SWO,SWO,SR20
OST47,SWO,AFW,SR20
OSU14,OSU,OSU,C172
OSU35,OSU,OSU,C172
OTC7141,KMG,CGO,A320
OTC7147,KMG,WUX,A20N
OTC7207,WUX,LJG,A20N
OUA12,FTW,OUN,P28A
OXF3966,LUF,NYL,P28A
OXF5542,LUF,PSP,P28A
OXF7119,TUS,AZA,DA40
OZT283,MKC,SGF,P28A
OZT370,SGF,TUL,P28A
OZW256,HAJ,HER,B738
PAC369,CVG,LEJ,B763
PAC786,HKG,ANC,B77L
PAC955,ANC,ICN,B744
PAC958,CVG,NRT,B748
PAC97,ICN,LAX,B77L
PAC998,ANC,CVG,B748
PAL113,LAX,HNL,A333
PAL1196,MNL,LAO,A321
PAL126,MNL,JFK,B77W
PAL1846,CEB,MNL,A321
PAL210,MEL,MNL,A333
PAL222,BNE,MNL,A21N
PAL301,HKG,MNL,A321
PAL412,MNL,KIX,A21N
PAL422,MNL,HND,A21N
PAL426,MNL,FUK,A321
PAL428,MNL,NRT,A21N
PAL438,MNL,NGO,A21N
PAL507,MNL,SIN,A321
PAL5105,SFO,MNL,B77W
PAL525,MNL,KUL,A21N
PAL655,RUH,MNL,A333
PAL683,DMM,MNL,A333
PAL685,DOH,MNL,A333
PAL730,MNL,BKK,A359
PAS241,YIA,CGK,A320
PBD1344,UFA,AER,B738
PBD260,SGC,VKO,B738
PBD312,OVB,AER,B738
PBD366,PEE,AER,B738
PBD404,SVX,VKO,B738
PBD414,CEK,VKO,B738
PBD418,KJA,VKO,B738
PBD430,PEE,VKO,B738
PBD436,UFA,VKO,B738
PBD444,OVB,VKO,B738
PBD446,KEJ,VKO,B738
PBD450,TJM,VKO,B738
PBD456,BAX,VKO,B738
PBD472,OMS,VKO,B738
PBD502,SGC,MCX,B738
PBD516,SVX,LED,B738
PBD550,CEK,LED,B738
PBD560,UFA,LED,B738
PBD592,TJM,LED,B738
PBR155,YYZ,YWG,G150
PCM7255,RDD,SMF,C208
PDB340,SVX,AER,B738
PDT5920,PHL,ART,E145
PDT5990,CHO,CLT,E145
PDT6075,CLT,ERI,E145
PDT6104,SYR,BOS,E145
PDT6105,PHL,YUL,E145
PDT6116,PHL,YYZ,E145
PDT6134,OAJ,CLT,E145
PDU59,SBN,LAF,P28A
PDU62,LAF,LAF,P28A
PDU63,LAF,LAF,P28A
PEG55,VNY,TEB,GLF4
PEG9,SJU,ORL,GLF4
PFF756,JFK,ISP,GLF4
PGT101,ALA,SAW,A20N
PGT11P,TBS,SAW,A21N
PGT131,KHI,SAW,B738
PGT1577,DME,AYT,A20N
PGT1581,DME,AYT,A20N
PGT1583,ADA,CGN,B738
PGT1588,DME,DLM,A20N
PGT1619,ASR,DUS,B738
PGT284,TIA,SAW,A21N
PGT342,PRN,SAW,B738
PGT35U,CGN,SAW,B738
PGT407,AUH,SAW,A20N
