flight_icao,dep_iata,arr_iata,aircraft_icao
VOI305,CUL,MXL,A320
VOI311,SJO,CUN,A20N
VOI338,MEX,SJD,A20N
VOI420,TIJ,GDL,A21N
VOI423,GDL,TIJ,A21N
VOI430,TIJ,GDL,A20N
VOI440,TIJ,MLM,A320
VOI461,PBC,TIJ,A320
VOI509,GDL,TIJ,A20N
VOI512,TIJ,MTY,A320
VOI5200,MEX,OAK,A20N
VOI5333,HUX,MEX,A20N
VOI543,OAX,TIJ,A20N
VOI552,TIJ,PVR,A320
VOI563,LMM,TIJ,A20N
VOI5759,MID,MEX,A20N
VOI576,MTY,MEX,A20N
VOI590,TIJ,MZT,A20N
VOI593,MZT,TIJ,A20N
VOI629,CUN,GDL,A20N
VOI667,TGZ,MEX,A321
VOI689,TGZ,GDL,A320
VOI694,GDL,CUU,A320
VOI723,CUN,MEX,A20N
VOI726,MEX,CUU,A320
VOI777,CZM,MEX,A20N
VOI786,MEX,PVR,A20N
VOI819,MEX,TIJ,A320
VOI828,MEX,TAP,A20N
VOI893,DFW,GDL,A20N
VOI896,GDL,SEA,A320
VOI902,GDL,OAK,A320
VOI907,OAK,GDL,A20N
VOI908,AGU,MDW,A20N
VOI913,LAX,GDL,A320
VOI934,MEX,ORD,A320
VOI938,GDL,PDX,A320
VOI941,MDW,GDL,A20N
VOI961,LAS,GDL,A320
VOI967,LAS,MEX,A320
VOI972,GDL,ORD,A320
VOS4308,SAL,LAX,A20N
VOZ1023,BNE,ASP,F70
VOZ1105,NTL,BNE,F100
VOZ1139,SYD,BNK,B738
VOZ1217,CBR,BNE,B737
VOZ1238,ROK,BNE,F100
VOZ1239,BNE,ROK,F100
VOZ1292,CNS,MEL,B738
VOZ1293,MEL,CNS,B738
VOZ1320,MEL,HBA,B738
VOZ1321,HBA,MEL,B738
VOZ1351,SYD,DRW,B738
VOZ1390,BNE,ADL,B738
VOZ1391,ADL,BNE,B738
VOZ1447,ADL,OOL,B738
VOZ1530,SYD,HBA,B738
VOZ1531,HBA,SYD,B738
VOZ1639,BNE,LST,B738
VOZ1687,CBR,OOL,B738
VOZ181,SYD,NAN,B738
VOZ1840,PHE,PER,F100
VOZ1852,KGI,PER,B738
VOZ1876,ZNE,PER,B738
VOZ1878,ZNE,PER,F100
VOZ195,MEL,NAN,B738
VOZ322,BNE,MEL,B738
VOZ323,MEL,BNE,B738
VOZ324,BNE,MEL,B738
VOZ447,BNE,DRW,B738
VOZ464,BNE,PER,B738
VOZ482,MCY,SYD,B738
VOZ516,OOL,SYD,B738
VOZ518,OOL,SYD,B738
VOZ551,SYD,PER,B738
VOZ555,SYD,PER,B738
VOZ679,MEL,PER,B738
VOZ702,BNE,HBA,B738
VOZ712,PER,ADL,B738
VOZ734,OOL,MEL,B738
VOZ735,MEL,OOL,B738
VOZ736,OOL,MEL,B738
VOZ780,CNS,BNE,B738
VOZ781,BNE,CNS,B738
VOZ830,MEL,MEL,B738
VOZ832,SYD,MEL,B738
VOZ834,SYD,MEL,B738
VOZ837,MEL,SYD,B738
VOZ9081,PER,OCM,F100
VOZ9210,OCM,PER,A320
VOZ9224,OCM,BQB,A320
VOZ9240,OCM,GET,F100
VOZ9283,PER,BYP,F100
VOZ9338,CJF,PER,A320
VOZ9350,OOD,PER,B738
VOZ9470,KTA,PER,B738
VPE432,LIM,MDE,A320
VPE439,BOG,LIM,A320
VQI602,MLE,VAM,AT45
VRH5902,THR,MHD,B735
VSV5275,NQZ,AYT,B738
VSV732,SCO,ALA,B733
VTA211,RFP,PPT,AT76
VTA2322,BOB,PPT,AT46
VTA552,PPT,FAV,AT76
VTA734,RFP,PPT,AT46
VTA823,AUQ,PPT,AT76
VTE989,LAS,SFO,GLEX
VTI116,SIN,DEL,A21N
VTI18,LHR,DEL,B789
VTI181,DEL,DAC,A21N
VTI552,PNQ,BLR,A20N
VTI601,DEL,IXL,A20N
VTI653,BOM,IXC,A20N
VTI720,CCU,DEL,A20N
VTI747,DEL,CCU,A20N
VTI771,BOM,CCU,B738
VTI785,DEL,BBI,A20N
VTI793,DEL,RPR,A20N
VTI810,BLR,DEL,A20N
VTI811,DEL,BLR,A20N
VTI821,BOM,MAA,B738
VTI828,MAA,BOM,B738
VTI829,DEL,HYD,A21N
VTI832,MAA,DEL,A20N
VTI833,DEL,MAA,A20N
VTI845,BOM,BLR,A20N
VTI851,BOM,BLR,A20N
VTI858,BLR,BOM,A20N
VTI860,HYD,DEL,A20N
VTI872,HYD,BOM,A20N
VTI873,BOM,HYD,B738
VTI883,DEL,COK,A20N
VTI926,AMD,DEL,A20N
VTI928,BOM,DEL,A20N
VTI939,BOM,AMD,A20N
VTI954,BOM,DEL,A20N
VTI959,DEL,AMD,A20N
VTI974,PNQ,DEL,A20N
VTI975,DEL,BOM,A20N
VTM304,TLC,LRD,CRJ2
VTM356,LRD,SDF,CRJ2
VTS872,ANC,BET,MD83
VTS883,UNK,ANC,MD83
VVC461,MDE,GRU,A20N
VVC5517,ADZ,MDE,A320
VVC5530,CLO,ADZ,A20N
VVC5608,BOG,SMR,A20N
VVC5643,CTG,MDE,A320
VVC5668,CLO,SMR,A320
VVC5676,PEI,CTG,A20N
VVC5703,SMR,MDE,A320
VVC5766,BOG,CUC,A320
VVC5814,BOG,CTG,A20N
VVC5886,PEI,CTG,A20N
VVC5961,ADZ,CTG,A320
VVC5978,MDE,MTR,A20N
VXP101,BUR,STS,B738
VXP186,LAS,RDD,B738
VXP370,TPA,HVN,B737
VXP422,MDW,HVN,B737
VXP464,SAV,HVN,B737
VXP720,MCO,HVN,B737
WAL9801,SJU,MIA,MD83
WCM6602,KCH,BKI,B738
WCP314,PIE,FPR,P28A
WEN3125,YEG,YLW,DH8D
WEN3127,YEG,YMM,DH8D
WEN3182,YQU,YYC,DH8D
WEN3264,YYC,YQR,DH8D
WEN3297,YVR,YXS,DH8D
WEN3326,YVR,YLW,DH8D
WEN3370,YYC,YXE,DH8D
WEN3389,YQR,YYC,DH8D
WFL2502,CUN,MAD,A359
WGN7517,LAX,HKG,B744
WGN8188,ORD,DOV,MD11
WJA10,YYC,CDG,B789
WJA1183,MCO,YYZ,B737
WJA124,YVR,YYC,B738
WJA125,YYC,YVR,B738
WJA1400,YYC,LAS,B38M
WJA1427,BNA,YYC,B738
WJA1512,YYC,LAX,B737
WJA1535,IAH,YYC,B738
WJA1536,YYC,PHX,B737
WJA1585,LAS,YYC,B738
WJA1681,JFK,YYC,B738
WJA172,YVR,YEG,B738
WJA1852,YVR,OGG,B38M
WJA1864,YVR,HNL,B38M
WJA22,YVR,LGW,B789
WJA223,YWG,YYC,B737
WJA227,YYC,YYJ,B738
WJA328,YYZ,YYT,B738
WJA34,YYZ,DUB,B38M
WJA380,YXX,YYC,B38M
WJA437,YYZ,YEG,B738
WJA483,YWG,YVR,B738
WJA490,YWG,YYZ,B738
WJA529,YYZ,YWG,B738
WJA573,YWG,YEG,B737
WJA612,YYC,YOW,B737
WJA613,YOW,YYC,B738
WJA614,YVR,YOW,B738
WJA671,YYZ,YYC,B738
WJA675,YYZ,YYC,B38M
WJA718,YVR,YYZ,B738
WJA721,YYZ,YVR,B738
WJA727,YYZ,YVR,B737
WON1174,MDC,TTE,AT76
WON1230,PKU,KNO,AT75
WON1248,KNO,GNS,AT76
WON1358,BPN,TJS,AT75
WON1362,BPN,BEJ,AT75
WON1366,BPN,BEJ,AT76
WON1478,BPN,LNU,AT76
WON1515,SXK,AMQ,AT76
WON1806,SRG,PKN,AT75
WON1812,BDO,SUB,AT73
WSN20,MCE,LAS,PC12
WSW161,YHZ,YHM,B738
WSW167,YYT,YHM,B738
WSW225,YWG,YEG,B738
WSW310,YXX,YYZ,B738
WSW316,YLW,YYZ,B738
WSW363,YHZ,YYZ,B738
WSW714,YEG,LAS,B738
WSW745,LAS,YYZ,B738
WWI66,ORL,TEB,H25B
WZZ10FL,CLJ,ZTH,A321
WZZ1180,TFS,KTW,A21N
WZZ1181,LIS,BUD,A20N
WZZ201,RIX,EIN,A332
WZZ2248,KUT,BUD,A320
WZZ2264,LIS,WAW,A21N
WZZ3022,TFS,OTP,A21N
XAX505,ICN,KUL,A333
XAX665,KCH,KUL,A333
XCN49,OGD,BOI,BE20
XOJ765,SJC,LNK,C750
XSM52,SLC,VGT,PC12
XSN29,CCR,OAK,PC12
XSR637,DSM,YIP,E50P
YZR7498,ANC,NNG,B744
